Coin Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume Change (24h)
1437,Silent Notary,SNTR,"$118,505",$0.000001,"83,470,521,339",0.03%
1438,imbrex,REX,"$118,089",$0.013635,"8,660,756",0.11%
1439,CYCLEAN,CCL,"$117,701",$0.000173,"678,451,267",0.35%
1440,CDX Network,CDX,"$117,565",$0.003612,"32,546,000",0.85%
1441,Unify,UNIFY,"$115,677",$0.006361,"18,185,085",-6.22%
1442,Suretly,SUR,"$115,636",$0.493150,"234,484",0.14%
1443,iDealCash,DEAL,"$115,039",$0.000081,"1,420,082,193",0.00%
1444,EtherGem,EGEM,"$114,794",$0.005892,"19,483,114",0.71%
1445,XMCT,XMCT,"$114,343",$0.001086,"105,319,790",0.11%
1446,ShareX,SEXC,"$113,725",$0.000176,"645,515,075",0.00%
1447,HyperStake,HYP,"$113,581",$0.000083,"1,376,719,887",0.00%
1448,Advanced Inte...,AIB,"$113,496",$0.003455,"32,852,523",-2.98%
1449,Condensate,RAIN,"$113,068",$0.000081,"1,387,383,171",0.00%
1450,Guaranteed Et...,GETX,"$111,988",$0.000373,"300,000,000",-0.41%
1451,Ethbits,ETBS,"$109,183",$0.066792,"1,634,691",0.11%
1452,Agrolot,AGLT,"$109,139",$0.001673,"65,251,539",0.03%
1453,Beacon,BECN,"$109,042",$0.010752,"10,141,207",-4.68%
1454,Synergy,SNRG,"$108,827",$0.022220,"4,897,672",0.00%
1455,FORCE,FOR,"$108,710",$0.000774,"140,516,265",0.11%
1456,Photon,PHO,"$108,148",$0.000004,"30,664,293,299",0.00%
1457,TagCoin,TAG,"$107,847",$0.016762,"6,433,866",0.15%
1458,Newton Coin P...,NCP,"$107,130",$5.9e-07,"180,517,745,350",0.08%
1459,PKG Token,PKG,"$106,938",$0.000012,"8,969,257,745",1.03%
1460,Zeitcoin,ZEIT,"$106,747",$0.000003,"36,971,237,825",-0.02%
1461,GCN Coin,GCN,"$106,594",$6.2e-07,"172,076,810,000",0.10%
1462,EverGreenCoin,EGC,"$106,229",$0.007560,"14,050,623",0.00%
1463,Elcoin,EL,"$105,988",$0.009456,"11,208,967",-2.84%
1464,EDRCoin,EDRC,"$104,820",$0.035760,"2,931,224",0.11%
1465,Jetcoin,JET,"$104,783",$0.014183,"7,388,005",-4.24%
1466,GoByte,GBX,"$104,480",$0.028690,"3,641,736",-0.55%
1467,Evedo,EVED,"$104,231",$0.013563,"7,684,771",0.00%
1468,Stakinglab,LABX,"$103,916",$0.256482,"405,158",0.49%
1469,Kalkulus,KLKS,"$101,962",$0.006106,"16,697,467",-1.22%
1470,ANON,ANON,"$101,620",$0.013382,"7,593,802",-0.55%
1471,Titan Coin,TTN,"$100,634",$0.000112,"897,580,698",16.68%
1472,WandX,WAND,"$100,171",$0.008181,"12,244,135",0.02%
1473,BlueCoin,BLU,"$98,801",$0.000172,"574,683,675",0.09%
1474,StrongHands M...,SHMN,"$98,780",$0.063878,"1,546,380",0.13%
1475,EXMR,EXMR,"$98,777",$0.008402,"11,756,612",-0.18%
1476,BitRent,RNTB,"$98,264",$0.000117,"841,738,500",0.00%
1477,MMOCoin,MMO,"$98,046",$0.001645,"59,595,699",0.00%
1478,TrueDeck,TDP,"$96,573",$0.003144,"30,717,516",-10.22%
1479,LanaCoin,LANA,"$96,407",$0.000086,"1,121,522,212",0.11%
1480,Neutral Dollar ,NUSD,"$96,417",$1.00,"96,213",-0.07%
1481,CaixaPay,CXP,"$95,921",$0.001216,"78,905,322",0.03%
1482,Rentberry,BERRY,"$95,263",$0.000316,"301,431,307",2.38%
1483,Elysian,ELY,"$95,094",$0.000971,"97,966,210",1.86%
1484,Helium,HLM,"$94,703",$0.009417,"10,056,991",0.00%
1485,MyWish,WISH,"$94,346",$0.015575,"6,057,664",-0.04%
1486,Bitcoin Fast,BTCF,"$94,076",$0.008682,"10,836,029",0.16%
1487,Profile Utili...,PUT,"$93,647",$0.002068,"45,289,804",-1.41%
1488,bitBTC,BITBTC,"$93,185",$2693.14,34.6009,0.03%
1489,CryptoSoul,SOUL,"$93,003",$0.000555,"167,677,308",29.91%
1490,Ignition,IC,"$92,941",$0.091011,"1,021,210",0.96%
1491,Miners' Rewar...,MRT,"$92,779",$0.009278,"10,000,000",0.66%
1492,Bitcoin Scrypt,BTCS,"$92,371",$0.005244,"17,615,950",0.11%
1493,Leadcoin,LDC,"$92,174",$0.000118,"784,399,592",0.00%
1494,Quantis Network,QUAN,"$91,649",$0.000516,"177,601,083",0.16%
1495,SounDAC,XSD," $91,151",$0.006251,"14,581,806",0.01%
1496,EventChain,EVC,"$91,007",$0.002912,"31,250,497",3.20%
1497,ETHplode,ETHPLO,"$89,511",$0.005477,"16,344,304",-0.19%
1498,IOTW,IOTW,"$88,924",$0.002674,"33,258,450",0.01%
1499,Daneel,DAN,"$88,918",$0.004393,"20,242,358",0.13%
1500,BoatPilot Token,NAVY,"$88,885",$0.001203,"73,863,346",0.16%
1501,BitcoiNote,BTCN,"$88,783",$0.008215,"10,807,877",0.14%
1502,Bonpay,BON,"$88,364",$0.007827,"11,290,301",0.17%
1503,BLOC.MONEY,BLOC,"$87,681",$0.008171,"10,731,326",0.17%
1504,GINcoin,GIN,"$87,594",$0.012111,"7,232,872",-0.86%
1505,Taklimakan Ne...,TAN,"$87,490",$0.001892,"46,237,359",-1.75%
1506,Social Activi...,SAT,"$87,360",$0.000688,"126,967,463",12.18%
1507,Bitcoin Zero,BZX,"$87,088",$0.003980,"21,882,041",-0.34%
1508,Advanced Tech...,ARC,"$86,460",$0.003301,"26,190,222",0.13%
1509,2GIVE,2GIVE,"$86,056",$0.000165,"522,377,474",0.00%
1510,Level Up Coin,LUC,"$85,741",$0.000086,"996,923,370",0.17%
1511,BoutsPro,BOUTS,"$85,071",$0.001110,"76,615,188",0.51%
1512,SHPING,SHPING,"$84,118",$0.000102,"821,540,029",-0.18%
1513,Rupee,RUP,"$82,157",$0.002270,"36,197,850",1.30%
1514,NetKoin,NTK,"$82,060",$0.000018,"4,453,537,916",-0.18%
1515,Webcoin,WEB,"$82,017",$0.001932,"42,441,144",-0.42%
1516,ProxyNode,PRX,"$82,002",$0.000619,"132,503,746",0.16%
1517,Datarius Credit,DTRC,"$81,536",$0.000638,"127,756,071",0.00%
1518,More Coin,MORE,"$80,459",$0.040230,"2,000,000",0.11%
1519,Helpico,HELP,"$80,375",$3.40,"23,628",0.11%
1520,Bittwatt,BWT,"$79,904",$0.000260,"307,006,848",0.15%
1521,AllSafe,ASAFE,"$79,781",$0.008922,"8,942,505",-0.73%
1522,Coinchase Token,CCH,"$79,770",$0.000050,"1,594,527,406",-0.13%
1523,Oxycoin,OXY,"$79,728",$0.000086,"931,894,857",0.06%
1524,SRCOIN,SRCOIN,"$79,637",$0.000016,"5,052,048,084",-0.18%
1525,Bitradio,BRO,"$79,226",$0.009971,"7,945,310",0.11%
1526,WXCOINS,WXC,"$78,960",$0.013933,"5,667,134",-1.37%
1527,Sociall,SCL,"$78,884",$0.004720,"16,714,020",0.00%
1528,Pandacoin,PND,"$78,883",$0.000002,"32,514,916,898",0.00%
1529,Naviaddress,NAVI,"$78,594",$0.000324,"242,550,845",0.14%
1530,Bolivarcoin,BOLI,"$78,562",$0.005709,"13,760,975",0.13%
1531,Fabric Token,FT,"$78,154",$0.003178,"24,593,615",0.00%
1532,Swing,SWING,"$77,885",$0.017794,"4,377,082",0.11%
1533,Anoncoin,ANC,"$77,460",$0.036705,"2,110,317",0.15%
1534,Bee Token,BEE,"$77,453",$0.000327,"236,629,159",0.00%
1535,Ethereum Cash,ECASH,"$76,359",$0.005416,"14,100,000",0.11%
1536,Pura,PURA,"$75,310",$0.000427,"176,265,458",0.11%
1537,IGToken,IG,"$74,789",$0.000024,"3,149,646,088",-0.45%
1538,EurocoinToken,ECTE,"$74,694",$0.044747,"1,669,242",-0.04%
1539,MODEL-X-coin,MODX,"$74,624",$0.006192,"12,050,832",0.16%
1540,PutinCoin,PUT,"$74,581",$0.000086,"867,630,370",0.11%
1541,Dynamite,DYNMT,"$74,226",$0.335073,"221,520",0.16%
1542,Worldcore,WRC,"$73,592",$0.000413,"178,103,291",0.15%
1543,Bitcoiin,B2G,"$73,231",$0.001388,"52,761,896",-3.40%
1544,Bitether,BTR,"$73,194",$0.001290,"56,735,293",1.13%
1545,REBL,REBL,"$73,012",$0.000420,"173,671,673",0.00%
1546,Goodomy,GOOD,"$72,545",$0.000119,"608,075,399",0.03%
1547,AquariusCoin,ARCO,"$71,951",$0.028633,"2,512,908",-0.01%
1548,BBSCoin,BBS,"$71,903",$8.6e-07,"83,602,002,835",0.17%
1549,Bitblocks,BBK,"$70,883",$0.000602,"117,736,710",1.39%
1550,STRAKS,STAK,"$70,379",$0.002950,"23,858,907",-14.18%
1551,Kobocoin,KOBO,"$70,067",$0.002837,"24,700,248",0.11%
1552,AceD,ACED,"$69,989",$0.007985,"8,765,065",0.17%
1553,Asian Dragon,AD,"$69,367",$0.001155,"60,043,405",-38.70%
1554,GenesisX,XGS,"$68,982",$0.007741,"8,911,730",0.17%
1555,EquiTrader,EQT,"$68,466",$0.005416,"12,642,534",-36.93%
1556,RPICoin,RPI,"$68,313",$0.000081,"843,478,810",0.00%
1557,ChessCoin,CHESS,"$68,008",$0.001259,"54,032,769",0.00%
1558,Bridge Protocol,BRDG,"$67,468",$0.000301,"224,088,259",0.00%
1559,DOWCOIN,DOW,"$66,970",$0.005670,"11,810,983",-0.18%
1560,Thar Token,THAR,"$66,716",$0.095308,"700,000",-1.53%
1561,SiaCashCoin,SCC,"$66,696",$0.000007,"10,109,873,801",2.19%
1562,Viuly,VIU,"$66,354",$0.000086,"771,905,775",0.11%
1563,EtherSportz,ESZ,"$66,342",$0.022104,"3,001,419",0.00%
1564,Incodium,INCO,"$65,743",$0.000007,"9,374,114,356",0.00%
1565,Devery,EVE,"$65,572",$0.001042,"62,917,552",-0.36%
1566,Adzcoin,ADZ,"$65,538",$0.001323,"49,522,003",0.00%
1567,Rimbit,RBT,"$65,032",$0.000329,"197,581,050",0.00%
1568,BitRewards,BIT,"$64,220",$0.000187,"342,698,105",0.41%
1569,Webchain,WEB,"$63,736",$0.000430,"148,211,976",0.16%
1570,EnterCoin,ENTRC,"$63,710",$0.022237,"2,865,000",0.16%
1571,Pedity,PEDI,"$63,475",$0.000046,"1,368,610,817",0.28%
1572,Mincoin,MNC,"$63,260",$0.010745,"5,887,323",0.15%
1573,CatoCoin,CATO,"$63,112",$0.004454,"14,168,263",0.00%
1574,MicroMoney,AMM,"$62,790",$0.003980,"15,777,256",5.57%
1575,Adelphoi,ADL,"$62,345",$0.003009,"20,722,224",0.11%
1576,Decentralized...,DML,"$62,377",$0.000990,"63,030,141",1.22%
1577,BlockCAT,CAT,"$61,926",$0.008414,"7,360,121",0.00%
1578,PeepCoin,PCN,"$61,694",$9.1e-07,"68,040,830,487",0.04%
1579,SwiftCash,SWIFT,"$61,493",$0.000602,"102,140,242",16.86%
1580,BLAST,BLAST,"$61,228",$0.001149,"53,281,463",0.09%
1581,Kora Network ...,KNT,"$61,053",$0.000182,"335,625,000",-0.18%
1582,FundRequest,FND,"$60,904",$0.001275,"47,782,545",0.00%
1583,SF Capital,SFCP,"$60,540",$0.001376,"44,003,811",0.16%
1584,Bitnation,XPAT,"$60,438",$0.000002,"27,112,917,472",-12.57%
1585,HyperQuant,HQT,"$60,421",$0.000678,"89,083,368",-0.67%
1586,Civitas,CIV,"$60,418",$0.008500,"7,108,073",0.00%
1587,Block-Logic,BLTG,"$60,360",$0.002636,"22,899,329",1.21%
1588,Carboncoin,CARBON,"$60,183",$0.000004,"15,392,022,544",0.00%
1589,ZeusNetwork,ZEUS,"$60,160",$8.6e-07,"70,000,000,000",0.00%
1590,Evil Coin,EVIL,"$59,629",$0.002837,"21,020,383",0.11%
1591,AirWire,WIRE,"$59,311",$0.000494,"120,058,126",0.15%
1592,Sugar Exchange,SGR,"$58,969",$0.001309,"45,048,718",0.12%
1593,Cryptonite,XCN,"$58,462",$0.000083,"708,506,520",0.00%
1594,No BS Crypto,NOBS,"$58,275",$0.000047,"1,248,464,200",0.05%
1595,QUINADS,QUIN,"$58,120",$0.000004,"13,194,987,677",-0.18%
1596,Elixir,ELIX,"$57,709",$0.001629,"35,431,681",11.45%
1597,Thingschain,TIC,"$57,626",$0.000005,"11,445,000,000",0.42%
1598,Elementeum,ELET,"$57,426",$0.011844,"4,848,384",0.02%
1599,Scanetchain,SWC,"$57,414",$0.000068,"839,506,297",0.15%
1600,ModulTrade,MTRC,"$57,414",$0.001548,"37,086,446",2.61%
1601,BitWhite,BTW,"$57,281",$0.001577,"36,325,371",15.21%
1602,Golos Gold,GBG,"$57,234",$0.004500,"12,718,412",0.18%
1603,TransferCoin,TX,"$57,064",$0.007049,"8,095,633",0.11%
1604,InvestFeed,IFT,"$56,826",$0.000297,"191,381,257",0.11%
1605,PRiVCY,PRIV,"$56,734",$0.003437,"16,508,939",0.15%
1606,Magnet,MAG,"$56,434",$0.001203,"46,893,634",0.11%
1607,Hype Token,HYPE,"$56,396",$0.001255,"44,952,065",-0.18%
1608,Sp8de,SPX,"$56,337",$0.000007,"7,783,756,906",0.00%
1609,Iridium,IRD,"$56,209",$0.002953,"19,036,884",-2.22%
1610,Netbox Coin,NBX,"$55,579",$0.032180,"1,727,114",-0.45%
1611,Exosis,EXO,"$55,543",$0.202619,"274,127",0.58%
1612,ALLUVA,ALV,"$55,529",$0.006531,"8,502,624",0.00%
1613,Digitalcoin,DGC,"$55,084",$0.001633,"33,726,538",0.15%
1614,BritCoin,BRIT,"$54,941",$0.002583,"21,268,092",0.00%
1615,Thore Cash,TCH,"$54,552",$0.000991,"55,056,178",-1.71%
1616,Fire Lotto,FLOT,"$54,369",$0.001978,"27,481,717",3.71%
1617,vSlice,VSL,"$54,179",$0.001623,"33,390,496",0.00%
1618,Vivid Coin,VIVID,"$53,868",$0.008859,"6,080,854",0.17%
1619,GoldFund,GFUN,"$53,141",$0.000326,"162,985,091",0.33%
1620,International...,INCX,"$52,415",$0.000122,"428,755,167",0.52%
1621,Menlo One,ONE,"$52,187",$0.000174,"300,404,658",-0.18%
1622,TOKYO,TOKC,"$52,085",$0.000191,"272,697,251",0.00%
1623,BriaCoin,BRIA,"$52,040",$0.070000,"743,431",0.00%
1624,Freyrchain,FREC,"$50,668",$0.000101,"500,000,000",-0.06%
1625,Litecoin Plus,LCP,"$50,421",$0.019857,"2,539,207",0.11%
1626,Blockburn,BURN,"$50,307",$0.078578,"640,214",-0.97%
1627,Orbis Token,OBT,"$50,275",$0.002623,"19,167,751",0.00%
1628,Arepacoin,AREPA,"$49,683",$0.003011,"16,500,163",0.16%
1629,BEAT,BEAT,"$49,509",$0.000399,"123,928,858",0.00%
1630,Block Array,ARY," $49,392",$0.000722,"68,430,738",0.00%
1631,Doge Token,DOGET,"$49,314",$0.000006,"8,900,000,000",0.28%
1632,Garlicoin,GRLC,"$48,510",$0.000965,"50,272,975",0.17%
1633,Veros,VRS,"$48,634",$0.001573,"30,915,038",0.16%
1634,Rubies,RBIES,"$48,346",$0.004642,"10,415,252",-32.43%
1635,bitGold,BITGOLD,"$48,319",$255.00,189,0.00%
1636,BitNautic Token,BTNT,"$48,086",$0.003096,"15,530,647",0.16%
1637,GoHelpFund,HELP,"$48,058",$0.003956,"12,147,167",0.16%
1638,DigitalPrice,DP,"$47,610",$0.002407,"19,780,674",0.11%
1639,Minereum,MNE,"$47,566",$0.006705,"7,094,137",-1.78%
1640,Cashpayz Token,CPC,"$47,569",$0.014458,"3,290,062",0.20%
1641,Bitcoin Turbo...,BTK,"$47,396",$0.000003,"17,143,108,244",-15.39%
1642,PitisCoin,PTS,"$47,009",$0.000086,"547,196,117",0.01%
1643,SteepCoin,STEEP,"$46,830",$0.000258,"181,505,253",0.16%
1644,bitSilver,BITSILVER,"$46,430",$2.18,"21,280",0.00%
1645,Blakecoin,BLC,"$46,264",$0.001954,"23,677,312",0.00%
1646,Darcrus,DAR,"$45,684",$0.003359,"13,600,388",0.79%
1647,P2P Global Ne...,P2PX,"$45,204",$0.001437,"31,465,608",-0.18%
1648,Arqma,ARQ,"$45,187",$0.025286,"1,787,030",-0.51%
1649,BTC Lite,BTCL,"$45,033",$0.002408,"18,700,000",0.16%
1650,Alt.Estate token,ALT,"$44,844",$0.000062,"724,180,756",0.16%
1651,Dragonglass,DGS,"$44,039",$0.000097,"454,731,339",0.00%
1652,Five Star Coi...,FSCP,"$43,632",$0.011353,"3,843,281",0.16%
1653,GuccioneCoin,GCC,"$43,594",$0.002149,"20,285,537",0.11%
1654,BitStash,STASH,"$43,159",$0.000015,"2,792,516,242",-0.18%
1655,Herbalist Token,HERB,"$43,131",$0.000005,"9,499,999,999",0.37%
1656,Patron,PAT,"$43,127",$0.000110,"393,820,068",-1.31%
1657,BitClave,CAT,"$43,123",$0.000086,"501,394,406",0.17%
1658,YENTEN,YTN,"$43,048",$0.001768,"24,350,077",0.38%
1659,LOCIcoin,LOCI,"$42,783",$0.001034,"41,387,232",0.02%
1660,Opal,OPAL,"$42,622",$0.002812,"15,156,364",0.00%
1661,Fantasy Sports,DFS,"$42,518",$0.013785,"3,084,280",0.14%
1662,WITChain,WIT,"$42,067",$0.000021,"1,980,000,000",-0.18%
1663,ARBITRAGE,ARB,"$41,998",$0.010235,"4,103,277",-0.18%
1664,Uptrennd,1UP,"$41,895",$0.009216,"4,545,951",2.79%
1665,HYPNOXYS,HYPX,"$41,850",$0.000002,"19,928,534,801",0.00%
1666,OPCoinX,OPCX,"$41,837",$0.000258,"162,147,702",0.17%
1667,Aegeus,AEG,"$41,617",$0.001151,"36,146,537",0.59%
1668,Waletoken,WTN,"$41,559",$0.000002,"19,918,713,667",-0.18%
1669,Deutsche eMark,DEM,"$41,509",$0.000774,"53,653,541",0.13%
1670,InterValue,INVE,"$41,397",$0.000324,"127,892,710",1.76%
1671,PureVidz,VIDZ,"$41,188",$0.000329,"125,279,775",0.00%
1672,Coin2.1,C2,"$41,184",$0.000526,"78,245,975",0.00%
1673,Jury.Online T...,JOT,"$40,551",$0.002924,"13,867,364",0.17%
1674,BitStation,BSTN,"$40,260",$0.000009,"4,704,185,603",-0.18%
1675,MedicCoin,MEDIC,"$40,224",$0.000135,"298,349,398",-0.02%
1676,PluraCoin,PLURA,"$40,234",$0.000086,"467,803,193",0.16%
1677,Ratecoin,XRA,"$40,193",$0.000328,"122,449,162",0.00%
1678,iTicoin,ITI,"$39,828",$1.24,"32,000",0.66%
1679,InflationCoin,IFLT,"$39,415",$8.8e-07,"44,790,092,020",0.00%
1680,Regalcoin,REC,"$39,261",$0.003067,"12,799,009",0.00%
1681,Aphelion,APH,"$39,163",$0.000783,"50,000,000",7.79%
1682,Galactrum,ORE,"$39,117",$0.008687,"4,503,105",0.17%
1683,Dreamcoin,DRM,"$39,085",$0.015301,"2,554,401",0.09%
1684,TrustNote,TTT,"$38,928",$0.000126,"309,999,945",-0.18%
1685,SkinCoin,SKIN,"$38,844",$0.000440,"88,183,483",-4.09%
1686,Moin,MOIN,"$38,760",$0.004470,"8,671,235",1.08%
1687,SportyCo,SPF,"$38,723",$0.000709,"54,587,326",0.12%
1688,CrowdWiz,WIZ,"$38,488",$0.011509,"3,344,283",0.15%
1689,Peony,PNY,"$38,230",$0.034763,"1,099,732",0.13%
1690,Kind Ads Token,KIND,"$37,656",$0.000892,"42,223,693",0.95%
1691,Payfair,PFR,"$37,435",$0.000952,"39,305,412",0.88%
1692,X-Coin,XCO,"$37,434",$0.003023,"12,384,976",0.00%
1693,ARAW,ARAW,"$37,208",$0.000012,"3,057,300,142",-0.18%
1694,Signatum,SIGT,"$37,126",$0.000344,"107,972,766",0.11%
1695,Onix,ONX,"$36,816",$0.000344,"107,072,781",0.11%
1696,Xuez,XUEZ,"$36,744",$0.011439,"3,212,202",-0.58%
1697,Ellaism,ELLA,"$36,620",$0.001891,"19,364,074",0.11%
1698,ConnectJob,CJT,"$36,210",$0.000321,"112,839,768",0.00%
1699,CommunityGene...,CGEN,"$36,087",$0.000086,"419,588,244",0.16%
1700,Italo,XTA,"$35,874",$0.011573,"3,099,681",-6.97%
1701,Rupiah Token,IDRT,"$35,773",$0.000071,"506,462,238",0.41%
1702,Bitcloud,BTDX,"$35,332",$0.001136,"31,106,650",0.11%
1703,Dash Green,DASHG,"$34,944",$0.015189,"2,300,683",-9.49%
1704,ZINC,ZINC,"$34,600",$0.006342,"5,455,578",0.00%
1705,ArbitrageCT,ARCT,"$34,490",$0.000330,"104,655,777",0.00%
1706,Decentralized...,DATP,"$34,305",$0.000003,"11,820,620,222",-7.64%
1707,Save Environm...,SET,"$34,061",$0.035429,"961,395",-0.18%
1708,PrimeStone,PSC,"$33,837",$0.001785,"18,958,670",6.45%
1709,GoldBlocks,GB,"$33,561",$0.002156,"15,563,873",0.00%
1710,Cryptojacks,CJ,"$33,358",$0.000082,"406,568,581",0.00%
1711,Crowdholding,YUP,"$33,322",$0.000166,"200,559,524",-0.18%
1712,ProCurrency,PROC,"$33,207",$0.000321,"103,483,931",0.11%
1713,SmartCoin,SMC,"$33,100",$0.001289,"25,670,309",0.11%
1714,BTCtalkcoin,TALK,"$32,860",$0.000503,"65,290,635",0.00%
1715,ClearCoin,XCLR,"$32,824",$0.000062,"527,873,733",0.17%
1716,Bata,BTA,"$32,189",$0.006371,"5,052,600",-1.17%
1717,ATBCoin,ATB,"$32,599",$0.000775,"42,038,227",-1.47%
1718,Impleum,IMPL,"$32,421",$0.005762,"5,626,231",0.16%
1719,Bolenum,BLN,"$32,397",$0.000001,"25,000,000,000",-0.50%
1720,TokenDesk,TDS,"$32,130",$0.002188,"14,683,321",-0.85%
1721,PayCoin,XPY,"$31,965",$0.002665,"11,995,342",0.11%
1722,Bitcoin Red,BTCRED,"$31,677",$0.001541,"20,550,001",15.72%
1723,BitGuild PLAT,PLAT,"$31,181",$0.000523,"59,566,902",0.65%
1724,APR Coin,APR,"$30,850",$0.003268,"9,439,301",0.17%
1725,Vsync,VSX,"$30,586",$0.000190,"160,559,294",0.11%
1726,Knekted,KNT,"$30,597",$0.000031,"1,000,000,000",-0.40%
1727,InterCrone,ICR,"$30,537",$0.002064,"14,793,793",0.17%
1728,Ether Kingdom...,IMP,"$30,126",$0.004545,"6,628,951",0.15%
1729,empowr coin,EMPR,"$30,083",$2.5e-09,"11,999,782,739,217",-0.42%
1730,MNPCoin,MNP,"$29,977",$0.013676,"2,191,996",0.16%
1731,ELTCOIN,ELTCOIN,"$29,889",$0.000332,"90,000,000",-0.18%
1732,Spectrum,SPT," $29,769",$0.000025,"1,199,987,500",0.62%
1733,PAWS Fund,PAWS,"$29,762",$0.015567,"1,911,884",1.12%
1734,StarterCoin,STAC,"$29,733",$0.000087,"342,007,189",-0.18%
1735,KanadeCoin,KNDC,"$29,656",$0.000005,"5,471,056,500",-0.18%
1736,Monoeci,XMCC,"$29,467",$0.003596,"8,194,328",0.11%
1737,BERNcash,BERN,"$29,270",$0.000411,"71,234,301",0.00%
1738,Gold Poker,GPKR,"$29,155",$0.006596,"4,420,406",0.16%
1739,SONDER,SNR,"$29,049",$0.000172,"168,879,121",0.16%
1740,SixEleven,611,"$28,810",$0.060087,"479,481",0.11%
1741,Absolute,ABS,"$28,676",$0.002219,"12,921,832",0.87%
1742,WorldCoin,WDC,"$28,565",$0.000239,"119,606,941",0.00%
1743,Zoomba,ZBA,"$28,444",$0.001296,"21,955,536",-5.64%
1744,Obsidian,ODN,"$28,153",$0.000404,"69,635,918",0.00%
1745,Evimeria,EVI,"$27,895",$0.000002,"15,519,279,936",0.27%
1746,Bitsum,BSM,"$27,829",$0.000018,"1,563,061,810",0.08%
1747,Scopuly,SKY,"$27,800",$0.000013,"2,191,753,462",0.28%
1748,Joint Ventures,JOINT,"$27,701",$0.001252,"22,128,085",-0.18%
1749,SuperCoin,SUPER,"$27,319",$0.000537,"50,834,283",0.10%
1750,Fox Trading,FOXT,"$27,265",$0.002994,"9,105,355",-2.97%
1751,ICO OpenLedger,ICOO,"$27,084",$0.058126,"465,952",0.00%
1752,Titcoin,TIT,"$26,955",$0.000413,"65,288,669",0.00%
1753,KZ Cash,KZC,"$26,768",$0.017115,"1,563,996",0.27%
1754,ALAX,ALX,"$26,736",$0.001288,"20,757,685",0.00%
1755,DeviantCoin,DEV,"$26,574",$0.001720,"15,448,969",0.17%
1756,Engagement Token,ENGT,"$26,470",$0.000064,"415,256,071",0.17%
1757,ShowHand,HAND,"$26,356",$4.3e-07,"61,912,434,418",-7.85%
1758,SparksPay,SPK,"$26,349",$0.004805,"5,483,098",0.17%
1759,DeVault,DVT,"$25,851",$0.000344,"75,142,705",0.16%
1760,Innova,INN,"$25,620",$0.005074,"5,049,718",-0.72%
1761,BitCoen,BEN,"$25,300",$0.003614,"7,000,000",0.15%
1762,Zenswap Netwo...,ZNT,"$24,808",$0.000002,"12,001,366,640",0.22%
1763,Theresa May Coin,MAY,"$24,797",$0.000248,"100,018,000",0.00%
1764,Havy,HAVY,"$24,738",$0.000003,"8,587,102,764",20.43%
1765,BitCoin One,BTCONE,"$24,646",$0.000258,"95,420,349",0.19%
1766,Rupaya,RUPX,"$24,492",$0.000560,"43,732,997",0.00%
1767,Tracto,TRCT,"$24,356",$0.000905,"26,913,041",0.00%
1768,SkyHub Coin,SHB,"$24,297",$0.047787,"508,451",-0.52%
1769,Asura Coin,ASA,"$23,902",$0.000108,"220,932,400",-0.18%
1770,Carebit,CARE,"$23,640",$0.000172,"137,434,810",0.16%
1771,Pakcoin,PAK,"$23,586",$0.000344,"68,594,750",0.11%
1772,bitJob,STU,"$23,296",$0.000265,"87,816,093",2.54%
1773,Creditbit,CRB,"$23,245",$0.001375,"16,901,017",0.11%
1774,Castle,CSTL,"$23,150",$0.001548,"14,953,883",0.16%
1775,Stellar Classic,XLMX,"$23,131",$0.000041,"569,882,577",-0.30%
1776,InnovativeBio...,INNBCL,"$23,098",$9.4e-09,"2,450,950,930,768",21.25%
1777,Bankcoin,B@,"$23,100",$0.002245,"10,291,781",0.66%
1778,Klimatas,KTS,"$23,076",$0.031922,"722,904",0.16%
1779,Cashcoin,CASH,"$22,977",$0.000430,"53,458,111",0.11%
1780,Signals Network,SGN,"$22,968",$0.000261,"88,138,749",0.00%
1781,Hurify,HUR,"$22,858",$0.000095,"241,464,943",-0.18%
1782,Biotron,BTRN,"$22,856",$0.000346,"65,965,771",0.15%
1783,Fivebalance,FBN,"$22,615",$0.000040,"565,241,486",0.66%
1784,Bitcoin 21,XBTC21,"$22,498",$0.028367,"793,108",0.11%
1785,FidexToken,FEX,"$22,509",$7.7e-07,"29,128,335,553",2.38%
1786,XDNA,XDNA,"$22,453",$0.005160,"4,350,995",0.17%
1787,Mobile Crypto...,MCPC,"$22,291",$0.003626,"6,146,854",1.10%
1788,Speed Mining ...,SMS,"$22,048",$0.210626,"104,680",0.00%
1789,RouletteToken,RLT,"$21,962",$0.002149,"10,219,323",-3.74%
1790,ParkByte,PKB,"$21,907",$0.004598,"4,764,026",0.00%
1791,4NEW,KWATT,"$21,839",$0.000371,"58,876,246",-1.14%
1792,Neural Protocol,NRP,"$21,665",$0.000002,"9,497,994,014",-0.30%
1793,Qurito,QURO,"$21,498",$0.002065,"10,408,241",0.00%
1794,Couchain,COU,"$21,464",$0.000003,"7,214,562,085",-1.01%
1795,Shekel,JEW,"$21,305",$0.000160,"133,109,990",0.00%
1796,xEURO,xEUR,"$21,273",$1.11,"19,231",0.11%
1797,FuzzBalls,FUZZ,"$21,174",$0.004384,"4,829,945",0.11%
1798,Bionic,BNC,"$21,154",$0.000039,"536,244,233",0.17%
1799,CPUchain,CPU,"$21,118",$0.003096,"6,820,650",0.16%
